elenco_id,video_owner,giocatore,punti_totali,punteggi_singole_gare,num_gare,titolo,link
29,Delux,Delux,43,"15,8,8,12",4,ABBIAMO SBLOCCATO I POTERI AL MASSEO... WELCOME TO ADDOBBOLAND! #32,https://www.youtube.com/watch?v=HZoDpN9pAyQ&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=29&t=13s
29,Delux,JTaz,32,"0,7,15,0",4,ABBIAMO SBLOCCATO I POTERI AL MASSEO... WELCOME TO ADDOBBOLAND! #32,https://www.youtube.com/watch?v=HZoDpN9pAyQ&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=29&t=13s
29,Delux,Dread,24,"0,12,12,0",4,ABBIAMO SBLOCCATO I POTERI AL MASSEO... WELCOME TO ADDOBBOLAND! #32,https://www.youtube.com/watch?v=HZoDpN9pAyQ&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=29&t=13s
29,Delux,Mollu,20,"10,10,0,0",4,ABBIAMO SBLOCCATO I POTERI AL MASSEO... WELCOME TO ADDOBBOLAND! #32,https://www.youtube.com/watch?v=HZoDpN9pAyQ&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=29&t=13s
30,Masseo,Rohn,55,"15,15,15,10",4,GHSBR Corse del LUAME: La redenzione di Just Rohn 🏎️,https://www.youtube.com/watch?v=fyqZtnN2kfI&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=30&t=1327s
30,Masseo,Gabbo,43,"10,10,8,15",4,GHSBR Corse del LUAME: La redenzione di Just Rohn 🏎️,https://www.youtube.com/watch?v=fyqZtnN2kfI&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=30&t=1327s
30,Masseo,Mollu,37,"8,7,10,12",4,GHSBR Corse del LUAME: La redenzione di Just Rohn 🏎️,https://www.youtube.com/watch?v=fyqZtnN2kfI&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=30&t=1327s
30,Masseo,Masseo,36,"12,12,12,0",4,GHSBR Corse del LUAME: La redenzione di Just Rohn 🏎️,https://www.youtube.com/watch?v=fyqZtnN2kfI&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=30&t=1327s
30,Masseo,Dread,22,"7,8,7,0",4,GHSBR Corse del LUAME: La redenzione di Just Rohn 🏎️,https://www.youtube.com/watch?v=fyqZtnN2kfI&list=PLpjVtignIWXX7r8liGH4Ip4-yw1mLkfIA&index=30&t=1327s
31,JTaz,Mollu,50,"15,8,15,12",4,"ZUGU CORSE di COMPLEANNO 🎂 con DREAD, MASSEO, DELUX, MOLLU, JTAZ",https://www.youtube.com/watch?v=jecEK8EyZAs
31,JTaz,Delux,46,"8,15,8,15",4,"ZUGU CORSE di COMPLEANNO 🎂 con DREAD, MASSEO, DELUX, MOLLU, JTAZ",https://www.youtube.com/watch?v=jecEK8EyZAs
31,JTaz,Dread,44,"12,10,12,10",4,"ZUGU CORSE di COMPLEANNO 🎂 con DREAD, MASSEO, DELUX, MOLLU, JTAZ",https://www.youtube.com/watch?v=jecEK8EyZAs
31,JTaz,JTaz,29,"10,12,7,0",4,"ZUGU CORSE di COMPLEANNO 🎂 con DREAD, MASSEO, DELUX, MOLLU, JTAZ",https://www.youtube.com/watch?v=jecEK8EyZAs
31,JTaz,Masseo,25,"0,7,10,8",4,"ZUGU CORSE di COMPLEANNO 🎂 con DREAD, MASSEO, DELUX, MOLLU, JTAZ",https://www.youtube.com/watch?v=jecEK8EyZAs
