elenco_id,video_owner,giocatore,punti_totali,punteggi_singole_gare,num_gare,titolo,video_id,link,upload_date
63,Dread,Zaamp,45,"15,12,10,8",4,SDROGO CORSE SPECIALE COMPLEANNO 12,Y7s2-lEFEkY,https://www.youtube.com/watch?v=Y7s2-lEFEkY,20160430
63,Dread,Delux,37,"0,10,15,12",4,SDROGO CORSE SPECIALE COMPLEANNO 12,Y7s2-lEFEkY,https://www.youtube.com/watch?v=Y7s2-lEFEkY,20160430
63,Dread,LadyHila,23,"0,0,8,15",4,SDROGO CORSE SPECIALE COMPLEANNO 12,Y7s2-lEFEkY,https://www.youtube.com/watch?v=Y7s2-lEFEkY,20160430
64,Dread,Delux,50,"10,10,15,15",4,LE SDROGO CORSE PIÙ FOLLI DI SEMPRE,YKFDQNbGId4,https://www.youtube.com/watch?v=YKFDQNbGId4,20170112
64,Dread,Gabbo,46,"12,12,12,10",4,LE SDROGO CORSE PIÙ FOLLI DI SEMPRE,YKFDQNbGId4,https://www.youtube.com/watch?v=YKFDQNbGId4,20170112
64,Dread,Dread,45,"15,8,10,12",4,LE SDROGO CORSE PIÙ FOLLI DI SEMPRE,YKFDQNbGId4,https://www.youtube.com/watch?v=YKFDQNbGId4,20170112
64,Dread,Rohn,29,"7,15,0,7",4,LE SDROGO CORSE PIÙ FOLLI DI SEMPRE,YKFDQNbGId4,https://www.youtube.com/watch?v=YKFDQNbGId4,20170112
64,Dread,Marza,24,"8,0,8,8",4,LE SDROGO CORSE PIÙ FOLLI DI SEMPRE,YKFDQNbGId4,https://www.youtube.com/watch?v=YKFDQNbGId4,20170112
65,Dread,Delux,52,"15,15,10,12",4,IL CANESTRO DELLA MORTE Sdrogo Corse,AE9bioU1Gc,https://www.youtube.com/watch?v=_AE9bioU1Gc,20160712
65,Dread,Dread,52,"12,10,15,15",4,IL CANESTRO DELLA MORTE Sdrogo Corse,AE9bioU1Gc,https://www.youtube.com/watch?v=_AE9bioU1Gc,20160712
65,Dread,Frax,44,"10,12,12,10",4,IL CANESTRO DELLA MORTE Sdrogo Corse,AE9bioU1Gc,https://www.youtube.com/watch?v=_AE9bioU1Gc,20160712
65,Dread,LadyHila,0,"0,0,0,0",4,IL CANESTRO DELLA MORTE Sdrogo Corse,AE9bioU1Gc,https://www.youtube.com/watch?v=_AE9bioU1Gc,20160712
70,Dread,Rohn,49,"12,7,15,15",4,TESTACODA VOLANTI SDVOGO COVSE,bw8Fp52I_O8,https://www.youtube.com/watch?v=bw8Fp52I_O8,20151107
70,Dread,Damil,42,"8,12,10,12",4,TESTACODA VOLANTI SDVOGO COVSE,bw8Fp52I_O8,https://www.youtube.com/watch?v=bw8Fp52I_O8,20151107
70,Dread,Frax,34,"7,15,12,0",4,TESTACODA VOLANTI SDVOGO COVSE,bw8Fp52I_O8,https://www.youtube.com/watch?v=bw8Fp52I_O8,20151107
70,Dread,Dread,33,"15,8,0,10",4,TESTACODA VOLANTI SDVOGO COVSE,bw8Fp52I_O8,https://www.youtube.com/watch?v=bw8Fp52I_O8,20151107
71,Gabbo,Rohn,48,"10,8,15,15",4,DELIRIOSTUNT SDROGO CORSE GTA V,cBHvpKmjxxQ,https://www.youtube.com/watch?v=cBHvpKmjxxQ,20160807
71,Gabbo,Delux,47,"8,15,12,12",4,DELIRIOSTUNT SDROGO CORSE GTA V,cBHvpKmjxxQ,https://www.youtube.com/watch?v=cBHvpKmjxxQ,20160807
71,Gabbo,Gabbo,47,"15,12,10,10",4,DELIRIOSTUNT SDROGO CORSE GTA V,cBHvpKmjxxQ,https://www.youtube.com/watch?v=cBHvpKmjxxQ,20160807
71,Gabbo,Dread,22,"12,10,0,0",4,DELIRIOSTUNT SDROGO CORSE GTA V,cBHvpKmjxxQ,https://www.youtube.com/watch?v=cBHvpKmjxxQ,20160807
71,Gabbo,LadyHila,0,"0,0,0,0",4,DELIRIOSTUNT SDROGO CORSE GTA V,cBHvpKmjxxQ,https://www.youtube.com/watch?v=cBHvpKmjxxQ,20160807
72,Rohn,Delux,54,"12,15,12,15",4,IL MAESTRO e le LEZIONI DI MALAVITA SDROGO CORSE GTA V,cZhXb4tzDp4,https://www.youtube.com/watch?v=cZhXb4tzDp4,20161201
72,Rohn,Rohn,47,"15,10,10,12",4,IL MAESTRO e le LEZIONI DI MALAVITA SDROGO CORSE GTA V,cZhXb4tzDp4,https://www.youtube.com/watch?v=cZhXb4tzDp4,20161201
72,Rohn,Gabbo,30,"10,12,0,8",4,IL MAESTRO e le LEZIONI DI MALAVITA SDROGO CORSE GTA V,cZhXb4tzDp4,https://www.youtube.com/watch?v=cZhXb4tzDp4,20161201
72,Rohn,Marza,26,"0,8,8,10",4,IL MAESTRO e le LEZIONI DI MALAVITA SDROGO CORSE GTA V,cZhXb4tzDp4,https://www.youtube.com/watch?v=cZhXb4tzDp4,20161201
72,Rohn,JTaz,15,"0,0,15,0",4,IL MAESTRO e le LEZIONI DI MALAVITA SDROGO CORSE GTA V,cZhXb4tzDp4,https://www.youtube.com/watch?v=cZhXb4tzDp4,20161201
73,Rohn,Rohn,48,"12,12,12,12",4,SPIRALIUFO DOPPI SENSI COMPROMETTENTI SDROGO CORSE GTA V,dECeb0OIJcs,https://www.youtube.com/watch?v=dECeb0OIJcs,20160705
73,Rohn,Zaamp,41,"8,15,10,8",4,SPIRALIUFO DOPPI SENSI COMPROMETTENTI SDROGO CORSE GTA V,dECeb0OIJcs,https://www.youtube.com/watch?v=dECeb0OIJcs,20160705
73,Rohn,Frax,40,"10,0,15,15",4,SPIRALIUFO DOPPI SENSI COMPROMETTENTI SDROGO CORSE GTA V,dECeb0OIJcs,https://www.youtube.com/watch?v=dECeb0OIJcs,20160705
73,Rohn,LadyHila,33,"15,0,8,10",4,SPIRALIUFO DOPPI SENSI COMPROMETTENTI SDROGO CORSE GTA V,dECeb0OIJcs,https://www.youtube.com/watch?v=dECeb0OIJcs,20160705
74,Rohn,Rohn,54,"12,15,15,12",4,LE SDROGO CORSE FUTURISTICHE GTA V,dcrHziGK8hs,https://www.youtube.com/watch?v=dcrHziGK8hs,20170403
74,Rohn,Gabbo,37,"15,12,0,10",4,LE SDROGO CORSE FUTURISTICHE GTA V,dcrHziGK8hs,https://www.youtube.com/watch?v=dcrHziGK8hs,20170403
74,Rohn,Marza,36,"8,8,12,8",4,LE SDROGO CORSE FUTURISTICHE GTA V,dcrHziGK8hs,https://www.youtube.com/watch?v=dcrHziGK8hs,20170403
74,Rohn,Blur,35,"10,10,0,15",4,LE SDROGO CORSE FUTURISTICHE GTA V,dcrHziGK8hs,https://www.youtube.com/watch?v=dcrHziGK8hs,20170403
75,Dread,Delux,45,"15,12,8,10",4,SDROGO CORSE Sotto la mappa di GTA,exFh4bjbypU,https://www.youtube.com/watch?v=exFh4bjbypU,20160216
75,Dread,Zaamp,45,"12,8,10,15",4,SDROGO CORSE Sotto la mappa di GTA,exFh4bjbypU,https://www.youtube.com/watch?v=exFh4bjbypU,20160216
75,Dread,Rohn,43,"10,10,15,8",4,SDROGO CORSE Sotto la mappa di GTA,exFh4bjbypU,https://www.youtube.com/watch?v=exFh4bjbypU,20160216
75,Dread,Gabbo,34,"8,7,12,7",4,SDROGO CORSE Sotto la mappa di GTA,exFh4bjbypU,https://www.youtube.com/watch?v=exFh4bjbypU,20160216
75,Dread,Dread,34,"7,15,0,12",4,SDROGO CORSE Sotto la mappa di GTA,exFh4bjbypU,https://www.youtube.com/watch?v=exFh4bjbypU,20160216
76,Rohn,Delux,49,"10,12,15,12",4,SDROGO CORSE LEGGENDARIE GTA V,f2IcqIfFwaA,https://www.youtube.com/watch?v=f2IcqIfFwaA,20171212
76,Rohn,Rohn,35,"0,15,10,10",4,SDROGO CORSE LEGGENDARIE GTA V,f2IcqIfFwaA,https://www.youtube.com/watch?v=f2IcqIfFwaA,20171212
76,Rohn,Blur,28,"12,8,0,8",4,SDROGO CORSE LEGGENDARIE GTA V,f2IcqIfFwaA,https://www.youtube.com/watch?v=f2IcqIfFwaA,20171212
76,Rohn,Dread,27,"0,0,12,15",4,SDROGO CORSE LEGGENDARIE GTA V,f2IcqIfFwaA,https://www.youtube.com/watch?v=f2IcqIfFwaA,20171212
76,Rohn,Marza,25,"15,10,0,0",4,SDROGO CORSE LEGGENDARIE GTA V,f2IcqIfFwaA,https://www.youtube.com/watch?v=f2IcqIfFwaA,20171212
77,Rohn,Rohn,52,"15,12,15,10",4,SDROGO CORSE IL RITORNO di 5 IMBECILLI GTA V,fC-iSu5QrZY,https://www.youtube.com/watch?v=fC-iSu5QrZY,20170721
77,Rohn,Delux,43,"10,8,10,15",4,SDROGO CORSE IL RITORNO di 5 IMBECILLI GTA V,fC-iSu5QrZY,https://www.youtube.com/watch?v=fC-iSu5QrZY,20170721
77,Rohn,Marza,42,"12,10,12,8",4,SDROGO CORSE IL RITORNO di 5 IMBECILLI GTA V,fC-iSu5QrZY,https://www.youtube.com/watch?v=fC-iSu5QrZY,20170721
77,Rohn,Dread,42,"7,15,8,12",4,SDROGO CORSE IL RITORNO di 5 IMBECILLI GTA V,fC-iSu5QrZY,https://www.youtube.com/watch?v=fC-iSu5QrZY,20170721
77,Rohn,Blur,8,"8,0,0,0",4,SDROGO CORSE IL RITORNO di 5 IMBECILLI GTA V,fC-iSu5QrZY,https://www.youtube.com/watch?v=fC-iSu5QrZY,20170721
78,Dread,Rohn,42,"7,12,8,15",4,Sdrogo Corse FINO ALLA FINE,fVtbtoysFi0,https://www.youtube.com/watch?v=fVtbtoysFi0,20180201
78,Dread,Dread,41,"10,7,12,12",4,Sdrogo Corse FINO ALLA FINE,fVtbtoysFi0,https://www.youtube.com/watch?v=fVtbtoysFi0,20180201
78,Dread,Zano,37,"12,15,10,0",4,Sdrogo Corse FINO ALLA FINE,fVtbtoysFi0,https://www.youtube.com/watch?v=fVtbtoysFi0,20180201
78,Dread,Delux,32,"0,10,15,7",4,Sdrogo Corse FINO ALLA FINE,fVtbtoysFi0,https://www.youtube.com/watch?v=fVtbtoysFi0,20180201
78,Dread,Blur,31,"15,8,0,8",4,Sdrogo Corse FINO ALLA FINE,fVtbtoysFi0,https://www.youtube.com/watch?v=fVtbtoysFi0,20180201
78,Dread,Kfrenezy,18,"8,0,0,10",4,Sdrogo Corse FINO ALLA FINE,fVtbtoysFi0,https://www.youtube.com/watch?v=fVtbtoysFi0,20180201
79,Dread,Frax,30,"15,15",2,WALLRIDE ESTREMI Sdrogo Corse,ftDUeJdF7a4,https://www.youtube.com/watch?v=ftDUeJdF7a4,20160420
79,Dread,Rohn,12,"12,0",2,WALLRIDE ESTREMI Sdrogo Corse,ftDUeJdF7a4,https://www.youtube.com/watch?v=ftDUeJdF7a4,20160420
79,Dread,Gabbo,12,"0,12",2,WALLRIDE ESTREMI Sdrogo Corse,ftDUeJdF7a4,https://www.youtube.com/watch?v=ftDUeJdF7a4,20160420
79,Dread,Dread,10,"10,0",2,WALLRIDE ESTREMI Sdrogo Corse,ftDUeJdF7a4,https://www.youtube.com/watch?v=ftDUeJdF7a4,20160420
79,Dread,Zaamp,10,"0,10",2,WALLRIDE ESTREMI Sdrogo Corse,ftDUeJdF7a4,https://www.youtube.com/watch?v=ftDUeJdF7a4,20160420
80,Rohn,Frax,42,"7,10,10,15",4,NON ARRIVATO Le mie prime SDROGO CORSE GTA V,g4ZrG67h_8I,https://www.youtube.com/watch?v=g4ZrG67h_8I,20160114
80,Rohn,Gabbo,42,"15,12,15,0",4,NON ARRIVATO Le mie prime SDROGO CORSE GTA V,g4ZrG67h_8I,https://www.youtube.com/watch?v=g4ZrG67h_8I,20160114
80,Rohn,Rohn,35,"10,15,0,10",4,NON ARRIVATO Le mie prime SDROGO CORSE GTA V,g4ZrG67h_8I,https://www.youtube.com/watch?v=g4ZrG67h_8I,20160114
80,Rohn,JTaz,28,"8,0,12,8",4,NON ARRIVATO Le mie prime SDROGO CORSE GTA V,g4ZrG67h_8I,https://www.youtube.com/watch?v=g4ZrG67h_8I,20160114
80,Rohn,Dread,24,"12,0,0,12",4,NON ARRIVATO Le mie prime SDROGO CORSE GTA V,g4ZrG67h_8I,https://www.youtube.com/watch?v=g4ZrG67h_8I,20160114
81,Delux,Rohn,42,"15,12,7,8",4,SDROGO CORSE senza FRENI GTA V,g6FAqwKa8TA,https://www.youtube.com/watch?v=g6FAqwKa8TA,20170512
81,Delux,Delux,41,"8,8,15,10",4,SDROGO CORSE senza FRENI GTA V,g6FAqwKa8TA,https://www.youtube.com/watch?v=g6FAqwKa8TA,20170512
81,Delux,Blur,37,"10,6,6,15",4,SDROGO CORSE senza FRENI GTA V,g6FAqwKa8TA,https://www.youtube.com/watch?v=g6FAqwKa8TA,20170512
81,Delux,Dread,34,"12,10,12,0",4,SDROGO CORSE senza FRENI GTA V,g6FAqwKa8TA,https://www.youtube.com/watch?v=g6FAqwKa8TA,20170512
81,Delux,Marza,30,"0,15,8,7",4,SDROGO CORSE senza FRENI GTA V,g6FAqwKa8TA,https://www.youtube.com/watch?v=g6FAqwKa8TA,20170512
81,Delux,Gabbo,29,"0,7,10,12",4,SDROGO CORSE senza FRENI GTA V,g6FAqwKa8TA,https://www.youtube.com/watch?v=g6FAqwKa8TA,20170512
82,Frax,JTaz,52,"15,15,10,12",4,SDROGO CORSE SPECIALE COMPLEANNO 22,g985oF3Zwt4,https://www.youtube.com/watch?v=g985oF3Zwt4,20160430
82,Frax,Rohn,46,"12,12,12,10",4,SDROGO CORSE SPECIALE COMPLEANNO 22,g985oF3Zwt4,https://www.youtube.com/watch?v=g985oF3Zwt4,20160430
82,Frax,Gabbo,28,"10,10,8,0",4,SDROGO CORSE SPECIALE COMPLEANNO 22,g985oF3Zwt4,https://www.youtube.com/watch?v=g985oF3Zwt4,20160430
82,Frax,Frax,23,"0,8,0,15",4,SDROGO CORSE SPECIALE COMPLEANNO 22,g985oF3Zwt4,https://www.youtube.com/watch?v=g985oF3Zwt4,20160430
82,Frax,Dread,22,"0,7,15,0",4,SDROGO CORSE SPECIALE COMPLEANNO 22,g985oF3Zwt4,https://www.youtube.com/watch?v=g985oF3Zwt4,20160430
83,Dread,Delux,53,"15,15,8,15,0",5,SALTI ESTREMI wRohn Frax Delux,gTgu8j3l1RY,https://www.youtube.com/watch?v=gTgu8j3l1RY,20150404
83,Dread,Dread,49,"10,12,12,0,15",5,SALTI ESTREMI wRohn Frax Delux,gTgu8j3l1RY,https://www.youtube.com/watch?v=gTgu8j3l1RY,20150404
83,Dread,Rohn,39,"0,0,15,12,12",5,SALTI ESTREMI wRohn Frax Delux,gTgu8j3l1RY,https://www.youtube.com/watch?v=gTgu8j3l1RY,20150404
83,Dread,Frax,32,"10,10,0,0",5,SALTI ESTREKI wRohn Frax Delux,gTgu8j3l1RY,https://www.youtube.com/watch?v=gTgu8j3l1RY,20150404
84,Dread,Rohn,46,"12,15,12,7",4,La DELICATEZZA e il CULO ATOMICO di Rohn  Sdrogo Corse,1ogXbgmThOg,https://www.youtube.com/watch?v=1ogXbgmThOg,20171130
84,Dread,Dread,45,"15,10,10,10",4,La DELICATEZZA e il CULO ATOMICO di Rohn  Sdrogo Corse,1ogXbgmThOg,https://www.youtube.com/watch?v=1ogXbgmThOg,20171130
84,Dread,Zano,33,"10,0,15,8",4,La DELICATEZZA e il CULO ATOMICO di Rohn  Sdrogo Corse,1ogXbgmThOg,https://www.youtube.com/watch?v=1ogXbgmThOg,20171130
84,Dread,Delux,24,"0,12,0,12",4,La DELICATEZZA e il CULO ATOMICO di Rohn  Sdrogo Corse,1ogXbgmThOg,https://www.youtube.com/watch?v=1ogXbgmThOg,20171130
84,Dread,Mollu,23,"0,0,8,15",4,La DELICATEZZA e il CULO ATOMICO di Rohn  Sdrogo Corse,1ogXbgmThOg,https://www.youtube.com/watch?v=1ogXbgmThOg,20171130
85,Dread,Rohn,42,"15,15,0,12",4,Sdrogo Corse APERICENA,1Ysz7xpe-Y4,https://www.youtube.com/watch?v=1Ysz7xpe-Y4,20180118
85,Dread,Mollu,37,"0,12,15,10",4,Sdrogo Corse APERICENA,1Ysz7xpe-Y4,https://www.youtube.com/watch?v=1Ysz7xpe-Y4,20180118
85,Dread,Zano,37,"12,7,10,8",4,Sdrogo Corse APERICENA,1Ysz7xpe-Y4,https://www.youtube.com/watch?v=1Ysz7xpe-Y4,20180118
85,Dread,Dread,37,"0,10,12,15",4,Sdrogo Corse APERICENA,1Ysz7xpe-Y4,https://www.youtube.com/watch?v=1Ysz7xpe-Y4,20180118
85,Dread,Delux,25,"10,8,0,7",4,Sdrogo Corse APERICENA,1Ysz7xpe-Y4,https://www.youtube.com/watch?v=1Ysz7xpe-Y4,20180118
86,Dread,Johnny Creek,51,"12,12,12,15",4,GTA V  Uno schianto dopo laltro wGabbo Rohn Johnny Creek,29NtrGRwtvI,https://www.youtube.com/watch?v=29NtrGRwtvI,20150316
86,Dread,Dread,48,"8,15,15,10",4,GTA V  Uno schianto dopo laltro wGabbo Rohn Johnny Creek,29NtrGRwtvI,https://www.youtube.com/watch?v=29NtrGRwtvI,20150316
86,Dread,Gabbo,22,"10,0,0,12",4,GTA V  Uno schianto dopo laltro wGabbo Rohn Johnny Creek,29NtrGRwtvI,https://www.youtube.com/watch?v=29NtrGRwtvI,20150316
86,Dread,Rohn,15,"15,0,0,0",4,GTA V  Uno schianto dopo laltro wGabbo Rohn Johnny Creek,29NtrGRwtvI,https://www.youtube.com/watch?v=29NtrGRwtvI,20150316
87,Rohn,Dread,47,"12,10,10,15",4,SDROGO CORSE NIENTE MALE  IL SOGNO DI JIMMY,3MiBfEVPt-8,https://www.youtube.com/watch?v=3MiBfEVPt-8,20180730
87,Rohn,Rohn,44,"7,15,12,10",4,SDROGO CORSE NIENTE MALE  IL SOGNO DI JIMMY,3MiBfEVPt-8,https://www.youtube.com/watch?v=3MiBfEVPt-8,20180730
87,Rohn,Marza,39,"15,12,6,6",4,SDROGO CORSE NIENTE MALE  IL SOGNO DI JIMMY,3MiBfEVPt-8,https://www.youtube.com/watch?v=3MiBfEVPt-8,20180730
87,Rohn,Delux,37,"10,0,15,12",4,SDROGO CORSE NIENTE MALE  IL SOGNO DI JIMMY,3MiBfEVPt-8,https://www.youtube.com/watch?v=3MiBfEVPt-8,20180730
87,Rohn,Zano,29,"6,8,7,8",4,SDROGO CORSE NIENTE MALE  IL SOGNO DI JIMMY,3MiBfEVPt-8,https://www.youtube.com/watch?v=3MiBfEVPt-8,20180730
87,Rohn,Frax,23,"8,0,8,7",4,SDROGO CORSE NIENTE MALE  IL SOGNO DI JIMMY,3MiBfEVPt-8,https://www.youtube.com/watch?v=3MiBfEVPt-8,20180730
88,Dread,Delux,55,"15,15,15,10",4,SDROGO CORSE serali e la giornata diventa bella,3v5Jg8M7ioo,https://www.youtube.com/watch?v=3v5Jg8M7ioo,20171123
88,Dread,Mollu,46,"12,12,10,12",4,SDROGO CORSE serali e la giornata diventa bella,3v5Jg8M7ioo,https://www.youtube.com/watch?v=3v5Jg8M7ioo,20171123
88,Dread,Rohn,30,"0,7,8,15",4,SDROGO CORSE serali e la giornata diventa bella,3v5Jg8M7ioo,https://www.youtube.com/watch?v=3v5Jg8M7ioo,20171123
88,Dread,Dread,28,"0,8,12,8",4,SDROGO CORSE serali e la giornata diventa bella,3v5Jg8M7ioo,https://www.youtube.com/watch?v=3v5Jg8M7ioo,20171123
88,Dread,Marza,20,"10,10,0,0",4,SDROGO CORSE serali e la giornata diventa bella,3v5Jg8M7ioo,https://www.youtube.com/watch?v=3v5Jg8M7ioo,20171123
89,Dread,Delux,60,"15,15,15,15",4,CAPRIOLE MORTALI E SPETTACOLARI  Sdrogo Corse,48-4IkgzCsU,https://www.youtube.com/watch?v=48-4IkgzCsU,20160809
89,Dread,Rohn,43,"7,12,12,12",4,CAPRIOLE MORTALI E SPETTACOLARI  Sdrogo Corse,48-4IkgzCsU,https://www.youtube.com/watch?v=48-4IkgzCsU,20160809
89,Dread,Gabbo,39,"12,10,7,10",4,CAPRIOLE MORTALI E SPETTACOLARI  Sdrogo Corse,48-4IkgzCsU,https://www.youtube.com/watch?v=48-4IkgzCsU,20160809
89,Dread,Dread,26,"8,8,10,0",4,CAPRIOLE MORTALI E SPETTACOLARI  Sdrogo Corse,48-4IkgzCsU,https://www.youtube.com/watch?v=48-4IkgzCsU,20160809
89,Dread,LadyHila,25,"10,7,8,0",4,CAPRIOLE MORTALI E SPETTACOLARI  Sdrogo Corse,48-4IkgzCsU,https://www.youtube.com/watch?v=48-4IkgzCsU,20160809
90,Dread,Gabbo,50,"10,10,15,15",4,Navi VOLANTI  Le Sdrogo Corse migliori di SEMPRE,6dSJKTA7xbk,https://www.youtube.com/watch?v=6dSJKTA7xbk,20160316
90,Dread,Dread,45,"8,15,12,10",4,Navi VOLANTI  Le Sdrogo Corse migliori di SEMPRE,6dSJKTA7xbk,https://www.youtube.com/watch?v=6dSJKTA7xbk,20160316
90,Dread,Johnny Creek,34,"12,0,10,12",4,Navi VOLANTI  Le Sdrogo Corse migliori di SEMPRE,6dSJKTA7xbk,https://www.youtube.com/watch?v=6dSJKTA7xbk,20160316
90,Dread,Frax,27,"15,12,0,0",4,Navi VOLANTI  Le Sdrogo Corse migliori di SEMPRE,6dSJKTA7xbk,https://www.youtube.com/watch?v=6dSJKTA7xbk,20160316
91,Rohn,Rohn,37,"10,12,15",3,SDROGO BLASFEMIA CORSE,6jYWwQOzyno,https://www.youtube.com/watch?v=6jYWwQOzyno,20170219
91,Rohn,Dread,34,"7,15,12",3,SDROGO BLASFEMIA CORSE,6jYWwQOzyno,https://www.youtube.com/watch?v=6jYWwQOzyno,20170219
91,Rohn,Gabbo,29,"12,10,7",3,SDROGO BLASFEMIA CORSE,6jYWwQOzyno,https://www.youtube.com/watch?v=6jYWwQOzyno,20170219
91,Rohn,Marza,23,"15,0,8",3,SDROGO BLASFEMIA CORSE,6jYWwQOzyno,https://www.youtube.com/watch?v=6jYWwQOzyno,20170219
91,Rohn,Blur,18,"8,0,10",3,SDROGO BLASFEMIA CORSE,6jYWwQOzyno,https://www.youtube.com/watch?v=6jYWwQOzyno,20170219
92,Dread,Delux,53,"15,15,15,8",4,PERCORSI IMPOSSIBILI wGabbo  Rohn  Frax  Delux,7-YENl-3hjw,https://www.youtube.com/watch?v=7-YENl-3hjw,20150326
92,Dread,Frax,47,"12,8,12,15",4,PERCORSI IMPOSSIBILI wGabbo  Rohn  Frax  Delux,7-YENl-3hjw,https://www.youtube.com/watch?v=7-YENl-3hjw,20150326
92,Dread,Gabbo,40,"10,10,8,12",4,PERCORSI IMPOSSIBILI wGabbo  Rohn  Frax  Delux,7-YENl-3hjw,https://www.youtube.com/watch?v=7-YENl-3hjw,20150326
92,Dread,Dread,27,"0,7,10,10",4,PERCORSI IMPOSSIBILI wGabbo  Rohn  Frax  Delux,7-YENl-3hjw,https://www.youtube.com/watch?v=7-YENl-3hjw,20150326
92,Dread,Rohn,20,"8,12,0,0",4,PERCORSI IMPOSSIBILI wGabbo  Rohn  Frax  Delux,7-YENl-3hjw,https://www.youtube.com/watch?v=7-YENl-3hjw,20150326
93,Dread,Rohn,27,"15,12",2,GARE IMPOSSIBILI,7vPMSTHdEQM,https://www.youtube.com/watch?v=7vPMSTHdEQM,20150530
93,Dread,Dread,25,"10,15",2,GARE IMPOSSIBILI,7vPMSTHdEQM,https://www.youtube.com/watch?v=7vPMSTHdEQM,20150530
93,Dread,Frax,22,"12,10",2,GARE IMPOSSIBILI,7vPMSTHdEQM,https://www.youtube.com/watch?v=7vPMSTHdEQM,20150530
94,Dread,Dread,50,"10,15,15,10",4,SDROGO CORSE DISSING,8DePTjtVrmM,https://www.youtube.com/watch?v=8DePTjtVrmM,20170310
94,Dread,Gabbo,39,"0,12,12,15",4,SDROGO CORSE DISSING,8DePTjtVrmM,https://www.youtube.com/watch?v=8DePTjtVrmM,20170310
94,Dread,Rohn,37,"15,0,10,12",4,SDROGO CORSE DISSING,8DePTjtVrmM,https://www.youtube.com/watch?v=8DePTjtVrmM,20170310
94,Dread,Marza,18,"0,10,8,0",4,SDROGO CORSE DISSING,8DePTjtVrmM,https://www.youtube.com/watch?v=8DePTjtVrmM,20170310
94,Dread,Blur,12,"12,0,0,0",4,SDROGO CORSE DISSING,8DePTjtVrmM,https://www.youtube.com/watch?v=8DePTjtVrmM,20170310
96,Dread,Rohn,47,"15,7,10,15",4,CAPRIOLE FOLLI  Sdrogo Corse,9P0hnh9RfXo,https://www.youtube.com/watch?v=9P0hnh9RfXo,20151209
96,Dread,Dread,46,"12,12,12,10",4,CAPRIOLE FOLLI  Sdrogo Corse,9P0hnh9RfXo,https://www.youtube.com/watch?v=9P0hnh9RfXo,20151209
96,Dread,Frax,28,"0,8,8,12",4,CAPRIOLE FOLLI  Sdrogo Corse,9P0hnh9RfXo,https://www.youtube.com/watch?v=9P0hnh9RfXo,20151209
96,Dread,Dread,25,"10,15,0,0",4,CAPRIOLE FOLLI  Sdrogo Corse,9P0hnh9RfXo,https://www.youtube.com/watch?v=9P0hnh9RfXo,20151209
96,Dread,Johnny Creek,25,"0,10,15,0",4,CAPRIOLE FOLLI  Sdrogo Corse,9P0hnh9RfXo,https://www.youtube.com/watch?v=9P0hnh9RfXo,20151209
97,Dread,Dread,45,"10,8,15,12",4,SA_Ma le SDROGO CORSE Sono tornate  102,9p9jNWaC_SA,https://www.youtube.com/watch?v=9p9jNWaC_SA,20181205
97,Dread,Gabbo,45,"8,12,10,15",4,SA_Ma le SDROGO CORSE Sono tornate  102,9p9jNWaC_SA,https://www.youtube.com/watch?v=9p9jNWaC_SA,20181205
97,Dread,Rohn,37,"15,15,7,0",4,SA_Ma le SDROGO CORSE Sono tornate  102,9p9jNWaC_SA,https://www.youtube.com/watch?v=9p9jNWaC_SA,20181205
97,Dread,Anima,37,"7,10,12,8",4,SA_Ma le SDROGO CORSE Sono tornate  102,9p9jNWaC_SA,https://www.youtube.com/watch?v=9p9jNWaC_SA,20181205
97,Dread,Delux,30,"12,0,8,10",4,SA_Ma le SDROGO CORSE Sono tornate  102,9p9jNWaC_SA,https://www.youtube.com/watch?v=9p9jNWaC_SA,20181205
98,Dread,Dread,51,"12,15,12,12",4,GO KART ESTREMI  Sdrogo Corse,A8UntRH0DSc,https://www.youtube.com/watch?v=A8UntRH0DSc,20160329
98,Dread,Rohn,48,"15,10,8,15",4,GO KART ESTREMI  Sdrogo Corse,A8UntRH0DSc,https://www.youtube.com/watch?v=A8UntRH0DSc,20160329
98,Dread,Gabbo,45,"10,12,15,8",4,GO KART ESTREMI  Sdrogo Corse,A8UntRH0DSc,https://www.youtube.com/watch?v=A8UntRH0DSc,20160329
98,Dread,Frax,28,"0,8,10,10",4,GO KART ESTREMI  Sdrogo Corse,A8UntRH0DSc,https://www.youtube.com/watch?v=A8UntRH0DSc,20160329
100,Dread,Rohn,46,"15,15,8,8",4,Sdrogo Corse  17 MINUTI DI FOLLIA,AjMbRVodf-U,https://www.youtube.com/watch?v=AjMbRVodf-U,20170209
100,Dread,Gabbo,42,"0,12,15,15",4,Sdrogo Corse  17 MINUTI DI FOLLIA,AjMbRVodf-U,https://www.youtube.com/watch?v=AjMbRVodf-U,20170209
100,Dread,Blur,41,"12,7,12,10",4,Sdrogo Corse  17 MINUTI DI FOLLIA,AjMbRVodf-U,https://www.youtube.com/watch?v=AjMbRVodf-U,20170209
100,Dread,Dread,39,"10,10,7,12",4,Sdrogo Corse  17 MINUTI DI FOLLIA,AjMbRVodf-U,https://www.youtube.com/watch?v=AjMbRVodf-U,20170209
100,Dread,Marza,25,"0,8,10,7",4,Sdrogo Corse  17 MINUTI DI FOLLIA,AjMbRVodf-U,https://www.youtube.com/watch?v=AjMbRVodf-U,20170209
