elenco_id,video_owner,giocatore,punti_totali,punteggi_singole_gare,num_gare,titolo,video_id,link,upload_date,da_verificare
40,Just Rohn JR,Just Rohn,70,"5,4,1,1,1,2,4,2,3,1,4,6,2,5,16,4,8,1",18,"UNA FRESCA GOLFATINA TRA LE CASCATE...NON BASTA A TENERCI CALMI w/ROHN, DREAD, GABBO e DELUX ⛳",Msk6dgjsLLc,https://www.youtube.com/watch?v=Msk6dgjsLLc,20260612,
40,Just Rohn JR,ilMasseo,72,"5,3,2,3,1,10,4,2,4,16,3,3,2,2,2,4,2,4",18,"UNA FRESCA GOLFATINA TRA LE CASCATE...NON BASTA A TENERCI CALMI w/ROHN, DREAD, GABBO e DELUX ⛳",Msk6dgjsLLc,https://www.youtube.com/watch?v=Msk6dgjsLLc,20260612,
40,Just Rohn JR,GaBBo,95,"4,2,4,4,1,3,3,1,5,16,6,9,4,3,7,7,9,7",18,"UNA FRESCA GOLFATINA TRA LE CASCATE...NON BASTA A TENERCI CALMI w/ROHN, DREAD, GABBO e DELUX ⛳",Msk6dgjsLLc,https://www.youtube.com/watch?v=Msk6dgjsLLc,20260612,
41,Delux,PAR,59,"3,2,2,3,3,4,3,3,4,4,4,2,3,3,3,4,5,4",18,"UNA GOLFATINA MOLTO EDUCATA. con Delux, Rohn, Gabbo & Masseo",wwmsp8CASPU,https://www.youtube.com/watch?v=wwmsp8CASPU,20260618,
41,Delux,Delux,64,"2,3,3,6,1,2,2,1,6,1,11,2,5,2,2,3,8,4",18,"UNA GOLFATINA MOLTO EDUCATA. con Delux, Rohn, Gabbo & Masseo",wwmsp8CASPU,https://www.youtube.com/watch?v=wwmsp8CASPU,20260618,
41,Delux,Just Rohn,70,"5,4,1,1,1,2,4,2,3,1,4,6,2,5,16,4,8,1",18,"UNA GOLFATINA MOLTO EDUCATA. con Delux, Rohn, Gabbo & Masseo",wwmsp8CASPU,https://www.youtube.com/watch?v=wwmsp8CASPU,20260618,
41,Delux,ilMasseo,72,"5,3,2,3,1,10,4,2,4,16,3,3,2,2,2,4,2,4",18,"UNA GOLFATINA MOLTO EDUCATA. con Delux, Rohn, Gabbo & Masseo",wwmsp8CASPU,https://www.youtube.com/watch?v=wwmsp8CASPU,20260618,
41,Delux,GaBBo,95,"4,2,4,4,1,3,3,1,5,16,6,9,4,3,7,7,9,7",18,"UNA GOLFATINA MOLTO EDUCATA. con Delux, Rohn, Gabbo & Masseo",wwmsp8CASPU,https://www.youtube.com/watch?v=wwmsp8CASPU,20260618,
42,Just Rohn JR,PAR,69,"2,2,2,3,4,2,5,4,5,4,5,4,4,4,3,5,5,6",18,"UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",SjL8fdo25HY,https://www.youtube.com/watch?v=SjL8fdo25HY,20260619,
42,Just Rohn JR,Just Rohn,68,"1,2,1,2,4,1,6,3,7,5,5,4,2,7,2,5,6,5",18,"UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",SjL8fdo25HY,https://www.youtube.com/watch?v=SjL8fdo25HY,20260619,
42,Just Rohn JR,Mollu,70,"2,1,1,2,5,1,6,5,6,4,5,6,2,6,2,4,5,7",18,"UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",SjL8fdo25HY,https://www.youtube.com/watch?v=SjL8fdo25HY,20260619,
42,Just Rohn JR,nonsonodread,72,"2,3,1,4,4,1,5,4,5,3,6,6,2,3,3,5,9,6",18,"UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",SjL8fdo25HY,https://www.youtube.com/watch?v=SjL8fdo25HY,20260619,
42,Just Rohn JR,Delux,83,"1,2,2,7,4,2,5,3,5,6,7,5,2,5,2,6,6,13",18,"UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",SjL8fdo25HY,https://www.youtube.com/watch?v=SjL8fdo25HY,20260619,
42,Just Rohn JR,GaBBo,86,"2,1,3,4,3,1,5,6,6,3,6,5,11,5,2,7,6,10",18,"UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",SjL8fdo25HY,https://www.youtube.com/watch?v=SjL8fdo25HY,20260619,
43,Around Dread,PAR,63,"3,4,3,5,4,5,4,3,4,3,5,6,3,2,2,3,2,2",18,"GOLFATINA DELIZIOSA con Dread, Rohn, Gabbo, Delux, Mollu",VOkBVCSZfPU,https://www.youtube.com/watch?v=VOkBVCSZfPU,20260620,
43,Around Dread,nonsonodread,59,"2,2,2,6,4,5,5,2,5,4,3,5,2,1,3,3,3,2",18,"GOLFATINA DELIZIOSA con Dread, Rohn, Gabbo, Delux, Mollu",VOkBVCSZfPU,https://www.youtube.com/watch?v=VOkBVCSZfPU,20260620,
43,Around Dread,Just Rohn,59,"2,3,2,6,3,5,5,3,5,4,3,5,2,2,2,3,2,2",18,"GOLFATINA DELIZIOSA con Dread, Rohn, Gabbo, Delux, Mollu",VOkBVCSZfPU,https://www.youtube.com/watch?v=VOkBVCSZfPU,20260620,
43,Around Dread,ilMasseo,59,"2,4,3,5,3,5,4,2,4,6,3,7,2,1,2,2,2,2",18,"GOLFATINA DELIZIOSA con Dread, Rohn, Gabbo, Delux, Mollu",VOkBVCSZfPU,https://www.youtube.com/watch?v=VOkBVCSZfPU,20260620,
43,Around Dread,GaBBo,64,"3,5,2,8,3,5,4,1,3,5,4,7,3,1,2,3,3,2",18,"GOLFATINA DELIZIOSA con Dread, Rohn, Gabbo, Delux, Mollu",VOkBVCSZfPU,https://www.youtube.com/watch?v=VOkBVCSZfPU,20260620,
43,Around Dread,Delux,68,"2,3,2,6,4,4,6,2,5,5,3,9,5,1,2,3,4,2",18,"GOLFATINA DELIZIOSA con Dread, Rohn, Gabbo, Delux, Mollu",VOkBVCSZfPU,https://www.youtube.com/watch?v=VOkBVCSZfPU,20260620,
44,oessaM,PAR,74,"2,3,4,4,4,4,5,4,4,4,4,5,4,5,4,4,5,5",18,"UNA GOLFATINA ZUCCHERATA🍭 con Dread, Rohn, Gabbo e Delu",GAJyP4Qc5Es,https://www.youtube.com/watch?v=GAJyP4Qc5Es,20260622,
44,oessaM,GaBBo,59,"2,2,3,2,4,3,3,4,1,2,2,6,3,5,3,3,3,8",18,"UNA GOLFATINA ZUCCHERATA🍭 con Dread, Rohn, Gabbo e Delu",GAJyP4Qc5Es,https://www.youtube.com/watch?v=GAJyP4Qc5Es,20260622,
44,oessaM,nonsonodread,61,"2,2,2,5,8,4,3,3,1,2,3,6,3,2,4,2,4,5",18,"UNA GOLFATINA ZUCCHERATA🍭 con Dread, Rohn, Gabbo e Delu",GAJyP4Qc5Es,https://www.youtube.com/watch?v=GAJyP4Qc5Es,20260622,
44,oessaM,Just Rohn,63,"2,1,4,5,3,3,4,2,1,3,4,1,6,3,4,4,4,9",18,"UNA GOLFATINA ZUCCHERATA🍭 con Dread, Rohn, Gabbo e Delu",GAJyP4Qc5Es,https://www.youtube.com/watch?v=GAJyP4Qc5Es,20260622,
44,oessaM,Delux,63,"2,4,2,3,4,6,2,4,1,3,2,5,2,2,6,4,7,4",18,"UNA GOLFATINA ZUCCHERATA🍭 con Dread, Rohn, Gabbo e Delu",GAJyP4Qc5Es,https://www.youtube.com/watch?v=GAJyP4Qc5Es,20260622,
44,oessaM,ilMasseo,64,"3,2,3,3,2,4,4,3,1,2,3,5,4,6,2,5,4,8",18,"UNA GOLFATINA ZUCCHERATA🍭 con Dread, Rohn, Gabbo e Delu",GAJyP4Qc5Es,https://www.youtube.com/watch?v=GAJyP4Qc5Es,20260622,
45,Just Rohn JR,PAR,90,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",18,"UNA GOLFATINA RICCA DI SEGRETI E PAROLE BANNABILI w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",-FYK0fm5JjU,https://www.youtube.com/watch?v=-FYK0fm5JjU,20260626,
45,Just Rohn JR,Delux,53,"3,2,4,2,3,4,2,2,2,1,10,3,3,1,3,1,1,6",18,"UNA GOLFATINA RICCA DI SEGRETI E PAROLE BANNABILI w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",-FYK0fm5JjU,https://www.youtube.com/watch?v=-FYK0fm5JjU,20260626,
45,Just Rohn JR,nonsonodread,59,"3,3,3,3,3,3,3,6,1,2,5,2,4,1,5,3,1,8",18,"UNA GOLFATINA RICCA DI SEGRETI E PAROLE BANNABILI w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",-FYK0fm5JjU,https://www.youtube.com/watch?v=-FYK0fm5JjU,20260626,
45,Just Rohn JR,Just Rohn,62,"2,3,4,2,3,2,1,3,2,6,6,3,2,1,4,3,1,14",18,"UNA GOLFATINA RICCA DI SEGRETI E PAROLE BANNABILI w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",-FYK0fm5JjU,https://www.youtube.com/watch?v=-FYK0fm5JjU,20260626,
45,Just Rohn JR,GaBBo,69,"2,3,4,3,2,3,4,2,1,2,6,2,6,3,8,3,1,14",18,"UNA GOLFATINA RICCA DI SEGRETI E PAROLE BANNABILI w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",-FYK0fm5JjU,https://www.youtube.com/watch?v=-FYK0fm5JjU,20260626,
45,Just Rohn JR,ilMasseo,78,"1,2,4,3,3,5,1,6,1,1,9,2,5,1,8,11,1,14",18,"UNA GOLFATINA RICCA DI SEGRETI E PAROLE BANNABILI w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",-FYK0fm5JjU,https://www.youtube.com/watch?v=-FYK0fm5JjU,20260626,
46,ChapeGaming,PAR,53,"2,3,2,3,3,3,2,2,3,3,4,3,3,3,3,3,4,4",18,GOLFATA con DREAD GABBO DELUX e FAVA,FPop4CKfq9o,https://www.youtube.com/watch?v=FPop4CKfq9o,20260630,
46,ChapeGaming,Delux,42,"2,3,2,1,2,3,3,1,1,1,5,2,5,2,2,2,2,3",18,GOLFATA con DREAD GABBO DELUX e FAVA,FPop4CKfq9o,https://www.youtube.com/watch?v=FPop4CKfq9o,20260630,
46,ChapeGaming,nonsonodread,51,"3,1,2,2,2,3,3,4,2,3,6,4,2,3,2,3,2,4",18,GOLFATA con DREAD GABBO DELUX e FAVA,FPop4CKfq9o,https://www.youtube.com/watch?v=FPop4CKfq9o,20260630,
46,ChapeGaming,GaBBo,55,"3,3,3,2,3,3,3,2,2,2,2,6,3,4,3,1,5,5",18,GOLFATA con DREAD GABBO DELUX e FAVA,FPop4CKfq9o,https://www.youtube.com/watch?v=FPop4CKfq9o,20260630,
46,ChapeGaming,nbayungchape,59,"2,2,1,3,4,3,3,3,4,2,2,2,5,5,6,3,3,6",18,GOLFATA con DREAD GABBO DELUX e FAVA,FPop4CKfq9o,https://www.youtube.com/watch?v=FPop4CKfq9o,20260630,
47,Delux,PAR,56,"2,2,2,3,3,4,4,4,4,4,3,4,3,3,3,3,4,1",18,"LA GOLFATINA CHE PIACE A VOI! con Delux, Dread, Gabbo, Rohn & Mollu",dx51mfR2QP4,https://www.youtube.com/watch?v=dx51mfR2QP4,20260702,
47,Delux,Mollu,60,"2,2,2,1,1,8,6,5,3,3,1,3,3,3,3,12,2,0",18,"LA GOLFATINA CHE PIACE A VOI! con Delux, Dread, Gabbo, Rohn & Mollu",dx51mfR2QP4,https://www.youtube.com/watch?v=dx51mfR2QP4,20260702,
47,Delux,Delux,65,"2,2,2,1,1,7,4,3,3,4,3,3,1,5,9,11,4,0",18,"LA GOLFATINA CHE PIACE A VOI! con Delux, Dread, Gabbo, Rohn & Mollu",dx51mfR2QP4,https://www.youtube.com/watch?v=dx51mfR2QP4,20260702,
47,Delux,Just Rohn,69,"2,2,2,1,1,6,7,6,1,3,6,2,3,3,4,16,4,0",18,"LA GOLFATINA CHE PIACE A VOI! con Delux, Dread, Gabbo, Rohn & Mollu",dx51mfR2QP4,https://www.youtube.com/watch?v=dx51mfR2QP4,20260702,
47,Delux,nonsonodread,70,"3,1,3,1,2,6,5,6,5,3,3,4,8,5,5,7,3,0",18,"LA GOLFATINA CHE PIACE A VOI! con Delux, Dread, Gabbo, Rohn & Mollu",dx51mfR2QP4,https://www.youtube.com/watch?v=dx51mfR2QP4,20260702,
47,Delux,GaBBo,75,"3,2,4,1,2,10,3,4,3,5,3,3,7,4,4,12,5,0",18,"LA GOLFATINA CHE PIACE A VOI! con Delux, Dread, Gabbo, Rohn & Mollu",dx51mfR2QP4,https://www.youtube.com/watch?v=dx51mfR2QP4,20260702,
48,Just Rohn JR,PAR,59,"2,2,3,3,3,2,3,4,4,2,3,4,4,3,4,5,5,3",18,"GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?! w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",CS8kqLYXJZo,https://www.youtube.com/watch?v=CS8kqLYXJZo,20260703,
48,Just Rohn JR,Delux,35,"2,1,4,1,1,1,2,2,2,2,2,5,3,1,2,2,1,1",18,"GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?! w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",CS8kqLYXJZo,https://www.youtube.com/watch?v=CS8kqLYXJZo,20260703,
48,Just Rohn JR,ilMasseo,48,"4,2,4,2,1,1,4,4,3,2,4,2,4,2,2,1,2,4",18,"GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?! w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",CS8kqLYXJZo,https://www.youtube.com/watch?v=CS8kqLYXJZo,20260703,
48,Just Rohn JR,Just Rohn,54,"3,3,3,2,1,1,1,6,3,2,3,5,4,3,3,5,2,4",18,"GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?! w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",CS8kqLYXJZo,https://www.youtube.com/watch?v=CS8kqLYXJZo,20260703,
48,Just Rohn JR,nonsonodread,58,"2,2,14,1,4,2,2,2,2,2,1,2,5,2,1,4,3,7",18,"GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?! w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",CS8kqLYXJZo,https://www.youtube.com/watch?v=CS8kqLYXJZo,20260703,
48,Just Rohn JR,GaBBo,63,"2,4,3,2,3,1,4,3,2,2,2,7,3,3,3,2,3,14",18,"GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?! w/ROHN, DREAD, GABBO, DELUX e il MASSEO ⛳",CS8kqLYXJZo,https://www.youtube.com/watch?v=CS8kqLYXJZo,20260703,
49,GaBBoDSQ,PAR,71,"2,3,4,5,3,4,3,4,4,5,5,4,4,5,4,4,4,4",18,"SDROGO GOLFATINA CON DUE PAZZI SCATENATI ( speciali ) w/ Chape, Fava, Dread, Delux",pehCX9kJwbI,https://www.youtube.com/watch?v=pehCX9kJwbI,20260705,
49,GaBBoDSQ,nonsonodread,53,"2,3,2,4,3,3,2,2,2,4,1,3,2,2,4,4,5,5",18,"SDROGO GOLFATINA CON DUE PAZZI SCATENATI ( speciali ) w/ Chape, Fava, Dread, Delux",pehCX9kJwbI,https://www.youtube.com/watch?v=pehCX9kJwbI,20260705,
49,GaBBoDSQ,nbayungchape,62,"3,5,2,2,3,2,3,2,4,1,4,6,4,6,4,3,4,4",18,"SDROGO GOLFATINA CON DUE PAZZI SCATENATI ( speciali ) w/ Chape, Fava, Dread, Delux",pehCX9kJwbI,https://www.youtube.com/watch?v=pehCX9kJwbI,20260705,
49,GaBBoDSQ,GaBBo,62,"2,4,2,2,2,3,3,5,2,3,3,5,4,7,4,4,4,3",18,"SDROGO GOLFATINA CON DUE PAZZI SCATENATI ( speciali ) w/ Chape, Fava, Dread, Delux",pehCX9kJwbI,https://www.youtube.com/watch?v=pehCX9kJwbI,20260705,
49,GaBBoDSQ,Delux,71,"1,5,2,2,4,2,1,2,2,3,6,8,4,10,5,6,4,4",18,"SDROGO GOLFATINA CON DUE PAZZI SCATENATI ( speciali ) w/ Chape, Fava, Dread, Delux",pehCX9kJwbI,https://www.youtube.com/watch?v=pehCX9kJwbI,20260705,
50,oessaM,PAR,70,"2,2,2,2,3,3,4,5,4,6,5,3,4,3,5,5,5,7",18,"GOLFATINA SGARGIANTE: Gabbines TILTA DURO con Dread, Gabbo e Delux",jy7RzcCAIXg,https://www.youtube.com/watch?v=jy7RzcCAIXg,20260706,
50,oessaM,nonsonodread,78,"2,2,3,2,3,2,4,4,2,8,6,4,3,6,9,5,4,9",18,"GOLFATINA SGARGIANTE: Gabbines TILTA DURO con Dread, Gabbo e Delux",jy7RzcCAIXg,https://www.youtube.com/watch?v=jy7RzcCAIXg,20260706,
50,oessaM,ilMasseo,79,"1,3,2,3,5,2,6,4,3,8,4,3,5,3,9,6,6,6",18,"GOLFATINA SGARGIANTE: Gabbines TILTA DURO con Dread, Gabbo e Delux",jy7RzcCAIXg,https://www.youtube.com/watch?v=jy7RzcCAIXg,20260706,
50,oessaM,GaBBo,84,"1,1,2,2,4,4,3,4,2,7,5,3,7,3,6,9,14,7",18,"GOLFATINA SGARGIANTE: Gabbines TILTA DURO con Dread, Gabbo e Delux",jy7RzcCAIXg,https://www.youtube.com/watch?v=jy7RzcCAIXg,20260706,
50,oessaM,Delux,105,"1,2,2,2,3,5,3,4,9,14,6,4,8,2,9,11,8,12",18,"GOLFATINA SGARGIANTE: Gabbines TILTA DURO con Dread, Gabbo e Delux",jy7RzcCAIXg,https://www.youtube.com/watch?v=jy7RzcCAIXg,20260706,
51,Delux,PAR,54,"2,3,2,4,4,4,2,3,3,3,3,3,2,3,3,5,4,1",18,"UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE. con Delux, Gubbio, Droid & JTaz",As94bosHv14,https://www.youtube.com/watch?v=As94bosHv14,20260707,
51,Delux,nonsonodread,64,"2,4,1,7,5,3,1,3,3,3,1,3,4,3,2,7,10,2",18,"UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE. con Delux, Gubbio, Droid & JTaz",As94bosHv14,https://www.youtube.com/watch?v=As94bosHv14,20260707,
51,Delux,JTaz,69,"1,4,3,6,4,4,1,3,3,5,5,4,3,3,3,7,9,1",18,"UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE. con Delux, Gubbio, Droid & JTaz",As94bosHv14,https://www.youtube.com/watch?v=As94bosHv14,20260707,
51,Delux,Delux,99,"2,12,1,5,4,7,4,6,5,9,3,3,3,5,4,9,16,1",18,"UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE. con Delux, Gubbio, Droid & JTaz",As94bosHv14,https://www.youtube.com/watch?v=As94bosHv14,20260707,
51,Delux,GaBBo,122,"2,11,2,7,6,6,5,11,8,10,4,6,7,6,7,8,15,1",18,"UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE. con Delux, Gubbio, Droid & JTaz",As94bosHv14,https://www.youtube.com/watch?v=As94bosHv14,20260707,
52,Just Rohn JR,PAR,75,"3,4,4,5,3,5,4,3,4,5,5,3,3,3,5,4,5,7",18,"L'ULTIMA GOLFATINA...CON GLI OCCHIALI?! GIOCHIAMO SENZA AGITARCI con ROHN, DREAD, DELUX e JTAZ ⛳",iHz3SBcySM8,https://www.youtube.com/watch?v=iHz3SBcySM8,20260710,
52,Just Rohn JR,Delux,70,"3,4,2,4,1,3,5,4,4,8,10,2,2,3,4,2,4,5",18,"L'ULTIMA GOLFATINA...CON GLI OCCHIALI?! GIOCHIAMO SENZA AGITARCI con ROHN, DREAD, DELUX e JTAZ ⛳",iHz3SBcySM8,https://www.youtube.com/watch?v=iHz3SBcySM8,20260710,
52,Just Rohn JR,Just Rohn,74,"3,3,3,5,4,5,4,3,5,6,5,2,3,2,5,5,6,5",18,"L'ULTIMA GOLFATINA...CON GLI OCCHIALI?! GIOCHIAMO SENZA AGITARCI con ROHN, DREAD, DELUX e JTAZ ⛳",iHz3SBcySM8,https://www.youtube.com/watch?v=iHz3SBcySM8,20260710,
52,Just Rohn JR,JTaz,93,"5,7,5,5,4,2,4,3,5,3,7,3,2,3,5,14,2,14",18,"L'ULTIMA GOLFATINA...CON GLI OCCHIALI?! GIOCHIAMO SENZA AGITARCI con ROHN, DREAD, DELUX e JTAZ ⛳",iHz3SBcySM8,https://www.youtube.com/watch?v=iHz3SBcySM8,20260710,
52,Just Rohn JR,nonsonodread,96,"3,5,2,7,9,4,3,4,4,11,6,2,2,4,4,4,14,8",18,"L'ULTIMA GOLFATINA...CON GLI OCCHIALI?! GIOCHIAMO SENZA AGITARCI con ROHN, DREAD, DELUX e JTAZ ⛳",iHz3SBcySM8,https://www.youtube.com/watch?v=iHz3SBcySM8,20260710,
53,Around Dread,PAR,68,"3,4,3,3,3,5,3,3,3,4,4,4,4,3,5,5,4,5",18,"LA GOLFATINA PIÙ DIFFICILE DI SEMPRE con Dread, Rohn, Masseo, Delux, Jimmy",hJpkPpCW4xI,https://www.youtube.com/watch?v=hJpkPpCW4xI,20260711,
53,Around Dread,nonsonodread,106,"2,3,4,5,10,8,4,2,1,3,4,5,6,8,16,10,6,9",18,"LA GOLFATINA PIÙ DIFFICILE DI SEMPRE con Dread, Rohn, Masseo, Delux, Jimmy",hJpkPpCW4xI,https://www.youtube.com/watch?v=hJpkPpCW4xI,20260711,
53,Around Dread,Just Rohn,115,"2,3,4,7,1,16,4,1,1,3,5,5,12,4,10,16,5,16",18,"LA GOLFATINA PIÙ DIFFICILE DI SEMPRE con Dread, Rohn, Masseo, Delux, Jimmy",hJpkPpCW4xI,https://www.youtube.com/watch?v=hJpkPpCW4xI,20260711,
53,Around Dread,Delux,124,"1,3,7,3,5,9,5,2,2,2,5,11,8,6,16,11,16,12",18,"LA GOLFATINA PIÙ DIFFICILE DI SEMPRE con Dread, Rohn, Masseo, Delux, Jimmy",hJpkPpCW4xI,https://www.youtube.com/watch?v=hJpkPpCW4xI,20260711,
53,Around Dread,ilMasseo,131,"2,3,4,4,5,13,4,3,1,3,10,4,6,16,16,8,13,16",18,"LA GOLFATINA PIÙ DIFFICILE DI SEMPRE con Dread, Rohn, Masseo, Delux, Jimmy",hJpkPpCW4xI,https://www.youtube.com/watch?v=hJpkPpCW4xI,20260711,
53,Around Dread,JTaz,138,"3,9,5,5,5,10,5,1,1,5,5,5,4,16,16,16,11,16",18,"LA GOLFATINA PIÙ DIFFICILE DI SEMPRE con Dread, Rohn, Masseo, Delux, Jimmy",hJpkPpCW4xI,https://www.youtube.com/watch?v=hJpkPpCW4xI,20260711,
54,JTaz Extra,PAR,67,"3,4,3,3,4,4,4,3,4,5,3,4,4,4,3,4,5,3",18,"GOLFATINA a BLOCCHI di MINECRAFT (sono una pippa) ⛳️ con DREAD, DELUX, GABBO, JTAZ",lwXehBrxT98,https://www.youtube.com/watch?v=lwXehBrxT98,20260713,
54,JTaz Extra,Delux,58,"3,3,4,4,5,3,3,2,4,2,2,2,4,5,2,3,3,4",18,"GOLFATINA a BLOCCHI di MINECRAFT (sono una pippa) ⛳️ con DREAD, DELUX, GABBO, JTAZ",lwXehBrxT98,https://www.youtube.com/watch?v=lwXehBrxT98,20260713,
54,JTaz Extra,nonsonodread,61,"2,3,3,2,1,3,3,3,3,6,3,3,4,11,2,4,1,4",18,"GOLFATINA a BLOCCHI di MINECRAFT (sono una pippa) ⛳️ con DREAD, DELUX, GABBO, JTAZ",lwXehBrxT98,https://www.youtube.com/watch?v=lwXehBrxT98,20260713,
54,JTaz Extra,GaBBo,66,"3,3,6,3,4,3,5,2,3,7,3,7,3,2,3,3,4,2",18,"GOLFATINA a BLOCCHI di MINECRAFT (sono una pippa) ⛳️ con DREAD, DELUX, GABBO, JTAZ",lwXehBrxT98,https://www.youtube.com/watch?v=lwXehBrxT98,20260713,
54,JTaz Extra,JTaz,75,"4,8,4,5,9,4,4,4,3,3,3,4,1,2,4,2,5,6",18,"GOLFATINA a BLOCCHI di MINECRAFT (sono una pippa) ⛳️ con DREAD, DELUX, GABBO, JTAZ",lwXehBrxT98,https://www.youtube.com/watch?v=lwXehBrxT98,20260713,
55,Delux,PAR,78,"4,3,3,3,4,3,4,3,5,7,7,4,3,3,3,6,4,9",18,"UNA GOLFATINA TRA IPERVEDENTI. con Delux, Gabbo, Dread, JTaz e JustFinalmentecivedoRohn",ZSNlke35wvY,https://www.youtube.com/watch?v=ZSNlke35wvY,20260716,
55,Delux,Delux,80,"8,1,2,1,4,2,2,2,7,9,11,4,3,1,1,5,1,16",18,"UNA GOLFATINA TRA IPERVEDENTI. con Delux, Gabbo, Dread, JTaz e JustFinalmentecivedoRohn",ZSNlke35wvY,https://www.youtube.com/watch?v=ZSNlke35wvY,20260716,
55,Delux,Just Rohn,80,"8,1,2,1,3,2,4,3,5,9,8,4,1,2,1,6,7,13",18,"UNA GOLFATINA TRA IPERVEDENTI. con Delux, Gabbo, Dread, JTaz e JustFinalmentecivedoRohn",ZSNlke35wvY,https://www.youtube.com/watch?v=ZSNlke35wvY,20260716,
55,Delux,nonsonodread,96,"4,1,5,2,3,4,2,4,7,16,6,9,2,1,2,7,5,16",18,"UNA GOLFATINA TRA IPERVEDENTI. con Delux, Gabbo, Dread, JTaz e JustFinalmentecivedoRohn",ZSNlke35wvY,https://www.youtube.com/watch?v=ZSNlke35wvY,20260716,
55,Delux,JTaz,100,"6,3,1,3,4,2,2,3,9,9,14,10,2,4,1,8,3,16",18,"UNA GOLFATINA TRA IPERVEDENTI. con Delux, Gabbo, Dread, JTaz e JustFinalmentecivedoRohn",ZSNlke35wvY,https://www.youtube.com/watch?v=ZSNlke35wvY,20260716,
55,Delux,GaBBo,124,"8,1,3,3,7,2,9,2,13,16,9,12,4,1,3,4,11,16",18,"UNA GOLFATINA TRA IPERVEDENTI. con Delux, Gabbo, Dread, JTaz e JustFinalmentecivedoRohn",ZSNlke35wvY,https://www.youtube.com/watch?v=ZSNlke35wvY,20260716,
56,Just Rohn JR,PAR,54,"3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",18,"LA MIA PRIMA GOLFATINA SENZA OCCHIALI...E' STATA UN DISASTRO! w/ROHN, DREAD, GABBO, DELUX e JTAZ ⛳",Utm999peUYg,https://www.youtube.com/watch?v=Utm999peUYg,20260717,
56,Just Rohn JR,Delux,60,"4,5,2,2,6,3,2,5,2,6,3,2,3,5,2,3,2,3",18,"LA MIA PRIMA GOLFATINA SENZA OCCHIALI...E' STATA UN DISASTRO! w/ROHN, DREAD, GABBO, DELUX e JTAZ ⛳",Utm999peUYg,https://www.youtube.com/watch?v=Utm999peUYg,20260717,
56,Just Rohn JR,GaBBo,64,"14,7,2,4,4,2,3,5,2,4,1,2,3,5,3,1,1,1",18,"LA MIA PRIMA GOLFATINA SENZA OCCHIALI...E' STATA UN DISASTRO! w/ROHN, DREAD, GABBO, DELUX e JTAZ ⛳",Utm999peUYg,https://www.youtube.com/watch?v=Utm999peUYg,20260717,
56,Just Rohn JR,nonsonodread,65,"11,4,3,5,2,5,3,7,2,1,4,2,4,1,2,3,3,3",18,"LA MIA PRIMA GOLFATINA SENZA OCCHIALI...E' STATA UN DISASTRO! w/ROHN, DREAD, GABBO, DELUX e JTAZ ⛳",Utm999peUYg,https://www.youtube.com/watch?v=Utm999peUYg,20260717,
